light_t,light_xdot,neutral_t,neutral_xdot,heavy_t,heavy_xdot,light_t_history,light_xdot_history,neutral_t_history,neutral_xdot_history,heavy_t_history,heavy_xdot_history,light_t_asymp,light_xdot_asymp,neutral_t_asymp,neutral_xdot_asymp,heavy_t_asymp,heavy_xdot_asymp
0,1,0,1,0,1,0,1,0,1,0,1,0.0742688524590194,7.89104464410167,0.16057704918033,8.02213578625218,0.360655737704921,9.05681811320124
0.0925901639344278,0.771048510892306,0.188904918032788,0.91489498578195,0.127186885245904,1.01354539113403,0.0162150819672156,0.600400618855339,0.0491803278688541,0.700977875555052,0.032786885245903,0.972011015478185,0.126583606557379,3.8019452259949,0.213114754098362,5.27632877468787,0.477849180327871,5.80300860553051
0.322950819672133,0.40635248230099,0.551501639344264,0.591141026867477,0.619488524590166,0.880087949169651,0.0491803278688541,0.397000204634732,0.16057704918033,0.535052842280003,0.19457049180328,0.827073029209504,0.18032786885246,2.38032342807544,0.279554098360657,3.49798447493479,0.606557377049182,3.9726238647468
0.585495081967215,0.190535215128892,0.993416393442624,0.398276874883288,1.11239344262295,0.770681376422565,0.109586885245903,0.273231298416674,0.295081967213117,0.38053859004374,0.368852459016395,0.721463609556584,0.228563934426232,1.61755223763375,0.36065573770492,2.3808318972517,0.78945573770492,2.724458347902
0.832852459016396,0.0896391145295462,1.38434098360656,0.27249441922157,1.58830163934426,0.676758873444287,0.188524590163937,0.18961590161872,0.500511475409838,0.287120943306826,0.568498360655739,0.635787472038509,0.286885245901641,1.12080559630847,0.466518032786887,1.67461143517569,0.918032786885249,2.12634011676301
1.07900327868852,0.0446893898842234,1.82625573770492,0.167290257210641,2.03871475409836,0.618191167403234,0.313547540983608,0.137732161760301,0.672131147540985,0.234809744969285,0.770491803278691,0.574983792105516,0.373036065573772,0.795547224756804,0.590163934426231,1.10538472479597,1.04098360655738,1.74291507448912
1.31635409836066,0.0215670731304521,2.31066229508197,0.100568665288699,2.54436721311475,0.508841946108559,0.45081967213115,0.102938439945359,0.874439344262297,0.196696492587459,0.942426229508198,0.535835630214988,0.467213114754101,0.527791702334415,0.772459016393444,0.780820900162139,1.19171147540984,1.46786830945801
1.57130491803279,0.0102348706535284,2.71008524590164,0.0689597095419859,3.05001967213115,0.454434804190711,0.636485245901641,0.0794996324047193,1.04098360655738,0.167015857482771,1.31635409836066,0.463860695252612,0.58209573770492,0.371444135588972,0.959016393442625,0.558993684723446,1.34426229508197,1.20486504922616
1.82625573770492,0.00482851412321927,3.05001967213115,0.0515508234410696,3.54292459016393,0.396548732572248,0.819672131147542,0.0635171170465987,1.24836721311476,0.143956536674943,1.69028196721312,0.408061271867515,0.688524590163936,0.282469436307434,1.11475409836066,0.439085142362128,1.47540983606557,1.03063440156189
2.08120655737705,0.00231177015977322,3.54292459016393,0.0294598071463546,4.03582950819672,0.347496246631433,1.0104131147541,0.0525041744103122,1.62229508196721,0.115200414721609,2.06420983606557,0.360902969854368,0.821021077283374,0.211521030132498,1.26196459016394,0.354620005997575,1.60529836065574,0.916431154555038
2.3191606557377,0.00113153256677005,3.97269882903981,0.0202596495710473,4.51173770491803,0.305147075809786,1.19672131147541,0.0451789969932789,1.99622295081967,0.0940177878951751,2.43813770491803,0.322633959724052,0.9672131147541,0.176771040340419,1.45081967213115,0.295040821688341,1.81967213114754,0.733049963060592
2.57411147540983,0.000539359342172255,4.47774426229508,0.0117058157195058,4.98764590163934,0.267958974457714,1.38434098360656,0.0393290500255955,2.37015081967213,0.079449887659184,2.81206557377049,0.291530666978198,1.1463868852459,0.14157133887337,1.60529836065574,0.24688792228275,2.03871475409836,0.618191167403234
2.81206557377049,0.000262833434351352,4.82747068676724,0.00816775308863001,5.48055081967213,0.233826262255152,1.57377049180328,0.034996082306332,2.74407868852459,0.0680447664982875,3.18599344262295,0.264132626832233,1.34426229508197,0.112221019282173,1.81967213114754,0.20985711573915,2.26229508196721,0.536486494805413
3.06701639344262,0.000125098400654415,5.2256,0.00557063876569178,5.97345573770491,0.204902302853076,1.75826885245902,0.0310817745571949,3.11800655737705,0.0595881520569409,3.55992131147541,0.241240802143214,1.5611068852459,0.0919765494169721,2.01321967213115,0.17730038591773,2.48699016393443,0.466970227740143
3.32196721311475,5.91919850936493E-05,5.65051803278688,0.00363006208200835,6.44936393442623,0.179930975221796,2.13219672131147,0.0255712937535473,3.49193442622951,0.051818939233434,3.93384918032787,0.222707079450222,1.78688524590164,0.0733021495861929,2.21311475409836,0.155774533093025,2.69672131147541,0.403948010884865
3.57691803278688,2.80487849345993E-05,6.09243278688524,0.00235726301119951,6.94226885245901,0.157342193381549,2.50612459016393,0.0215512429962047,3.86586229508196,0.0460766470266315,4.30777704918033,0.202318437971088,2.01321967213115,0.0604657829682093,2.45513442622951,0.13308741916906,2.92537704918033,0.368496373900906
3.81487213114754,1.37289226083538E-05,6.51735081967213,0.00153824892690221,7.4351737704918,0.138169770953467,2.88005245901639,0.0185567124073223,4.23979016393442,0.0413013385414809,4.68170491803278,0.186275220333286,2.24590163934426,0.0506826136493534,2.66393442622951,0.117292858706941,3.14754098360656,0.331236070544581
3.95644891122278,8.9716687980212E-06,6.94226885245901,0.000998876662941387,7.91108196721311,0.11930478059698,3.25398032786885,0.0161937687159998,4.61371803278688,0.037219853428231,5.05563278688524,0.17196431916084,2.48346229508197,0.0445059670354684,2.92537704918033,0.101635531894472,3.37295737704918,0.294954355378003
,,7.3671868852459,0.000655033903960659,8.40459016393442,0.104024137419987,3.62790819672131,0.0143223080102455,4.98764590163934,0.0339031253643551,5.4295606557377,0.159178804912443,2.88005245901639,0.0353472460124532,3.14754098360656,0.0908676358425404,3.76388196721311,0.249533564469892
,,7.79210491803278,0.000425352534728787,8.79491147540983,0.0939208612369526,4.00183606557377,0.0128724111972742,5.3615737704918,0.0311311899703935,5.80348852459016,0.147739209628538,3.32196721311475,0.0283519480830478,3.36729180327869,0.0819230702445534,4.13780983606557,0.217226043654708
,,8.21702295081967,0.000277761703046094,9.16883934426229,0.0849553151371393,4.37576393442623,0.0116314557375443,5.73550163934426,0.0285858893113043,6.17741639344262,0.138599239826584,3.80920655737705,0.0233077423766641,3.58196721311475,0.0745097225273948,4.51173770491803,0.192839024907902
,,8.64194098360655,0.000182916486304206,9.54276721311475,0.0798481044882792,4.74969180327869,0.010398092937482,6.10942950819672,0.0263191179374719,6.55134426229508,0.128983755050928,4.25112131147541,0.0197330491773228,3.80920655737705,0.0686805149074624,4.88566557377049,0.177072415996936
,,9.06685901639344,0.000118778571036912,9.93308852459016,0.0739128483637954,5.12361967213115,0.00959924228980069,6.48335737704918,0.0244931982704297,6.92527213114754,0.120142610141567,4.63638032786885,0.0173750358780095,4.25112131147541,0.0575785686971097,5.25959344262295,0.159313334999942
,,9.49177704918032,7.78914894898718E-05,10.3416131147541,0.0632946739814076,5.4975475409836,0.00886176466130071,6.85728524590163,0.0228551092897267,7.2992,0.112307982271071,5.12361967213115,0.014856266482311,4.63638032786885,0.0511987129149023,5.63352131147541,0.141312475933197
,,9.9166950819672,5.07929955168426E-05,10.8175213114754,0.0539061906143445,5.87147540983606,0.00815905451514715,7.23121311475409,0.0213837930639414,7.67312786885245,0.106780975386126,5.61085901639344,0.0129546888103892,5.12361967213115,0.0442088971414837,6.00744918032787,0.129305857227203
,,10.3416131147541,3.31686020081357E-05,11.2934295081967,0.0486500679729856,6.24540327868852,0.00757269327437806,7.60514098360655,0.0199002673468495,8.04705573770491,0.101798359370272,5.99611803278688,0.0118638367926086,5.61085901639344,0.0385502310287946,6.48335737704918,0.112877955444617
,,10.766531147541,2.17204868778244E-05,11.7766220140515,0.0429017358295973,6.61933114754098,0.00708519499352335,7.97906885245901,0.0187192146487159,8.42098360655737,0.0958569956289768,6.48335737704918,0.0105246856792089,5.99611803278688,0.0349589594104258,6.94226885245901,0.102623116660253
,,11.1914491803279,1.41242151919198E-05,12.2962360655738,0.0365810730964207,6.99325901639344,0.00661134181531126,8.35299672131147,0.0176554980809889,8.79491147540983,0.0912885664755711,6.97059672131147,0.00938266992908012,6.48335737704918,0.030860938881212,7.35585573770491,0.0935243324796782
,,11.608040201005,9.1149412968029E-06,12.7721442622951,0.0321229584306742,7.3671868852459,0.00618573131554203,8.72692459016393,0.0166522270478471,9.16883934426229,0.0849553151371393,7.40118032786885,0.00857198229980679,6.94226885245901,0.0280572563400606,7.86009180327868,0.0848237231959573
,,,,13.2650491803279,0.0281296498167873,7.74111475409836,0.0058186169178901,9.10085245901639,0.0157059667408443,9.54276721311475,0.0809911285177196,7.88841967213114,0.0078704319781608,7.46350163934426,0.0251461411256417,8.27367868852459,0.0784506864941339
,,,,13.7409573770492,0.0247709388829149,8.11504262295081,0.00548797488333013,9.47478032786885,0.0149330298172529,9.91669508196721,0.0760426398375784,8.27367868852459,0.00727886081501332,7.79550426229508,0.0231512780708738,8.80624262295081,0.0718572679256869
,,,,14.233862295082,0.0215701498676714,8.48897049180327,0.00519000888300444,9.8487081967213,0.0141601402450896,10.2906229508197,0.0728243631336046,8.76091803278688,0.00668314246569941,8.13963278688524,0.0221373344035685,9.23984262295081,0.0668328593963252
,,,,14.7097704918033,0.0189414079165003,8.86289836065573,0.00490822075142588,10.2226360655738,0.0134272531572226,10.6645508196721,0.0694262312399617,9.19150163934426,0.00628833320726711,8.56828852459016,0.0202277834943297,9.63199999999999,0.063046488886877
,,,,,,9.23682622950819,0.00465418572416909,10.5965639344262,0.0128360360996358,11.0384786885246,0.0663642395101943,9.67874098360655,0.00573129615278934,8.99887213114753,0.0190328192627405,9.93935737704917,0.0604806627947947
,,,,,,9.61075409836065,0.00442513952441451,10.9704918032787,0.0123018910554795,11.412406557377,0.0630982596459879,10.1376524590164,0.00540616026139516,9.48611147540983,0.0174751305031748,10.398268852459,0.0550636445552434
,,,,,,9.98468196721311,0.00421865357514304,11.3444196721311,0.0118957440506839,11.7863344262295,0.0603153583456,10.5965639344262,0.00506203310954659,9.93029245901639,0.0164016646573669,10.8175213114754,0.0523953762830941
,,,,,,10.3586098360656,0.00404341233488493,11.7183475409836,0.0111806143310931,12.160262295082,0.0575009218843478,11.0838032786885,0.00473997028381665,10.4039344262295,0.0152461162019914,11.2934295081967,0.0486500679729856
,,,,,,10.732537704918,0.00384442409414138,12.0922754098361,0.0107161759297575,12.5341901639344,0.0551123557962552,11.5143868852459,0.00447092219962755,10.8277193442623,0.0146996869544874,11.7766220140515,0.0466471136266553
,,,,,,11.1064655737705,0.00368802059090956,12.4662032786885,0.0104095554902881,12.9081180327869,0.0528230098209923,12.0016262295082,0.00421742870964138,11.2550950819672,0.0139262472798201,12.2395803278688,0.0437156380154113
,,,,,,11.4803934426229,0.0035222160350606,12.840131147541,0.00992382460314947,13.2820459016393,0.0504932906885473,12.4322098360656,0.00400746043881758,11.7617442622951,0.0131222160025506,12.6531672131147,0.0414364847374869
,,,,,,11.8543213114754,0.00339404370589024,13.2140590163934,0.00946075890041188,13.6559737704918,0.0483958188939655,12.9194491803279,0.00375249291786391,12.1640393442623,0.0124453707590262,13.1574032786885,0.0396681809497883
,,,,,,12.2282491803279,0.0032443519601006,13.5879868852459,0.00931400585350534,14.0299016393442,0.0467598295990577,13.3500327868852,0.00359204174253488,12.5341901639344,0.0117581983603244,13.5709901639344,0.0379712624064386
,,,,,,12.6021770491803,0.00310958283265392,13.9619147540983,0.00887939552549867,14.4038295081967,0.0448174443362624,13.8372721311475,0.0033717757206226,12.9315016393443,0.0111193440325074,14.0152,0.0361249284745042
,,,,,,12.9761049180328,0.00302060877502698,14.3358426229508,0.00851054886461164,14.7777573770492,0.0428408046504263,14.2508590163934,0.0032525909870003,13.3860275409836,0.0106302649298123,14.4284196721311,0.0346827387530483
,,,,,,13.3500327868852,0.00291068977563744,14.6769836065574,0.0083557915870337,,,14.7550950819672,0.00305959641628948,13.7931540983606,0.0102001452225771,14.8287475409836,0.0333044319518413
,,,,,,13.7239606557377,0.00278978084647229,14.9477245901639,0.00828225157219876,,,,,14.1721442622951,0.00975829961263752,,
,,,,,,14.0978885245902,0.0027099572382397,,,,,,,14.5574032786885,0.00946157307914301,,
,,,,,,14.4718163934426,0.00259043661176592,,,,,,,14.879737704918,0.00909185335791684,,
,,,,,,14.8287475409836,0.00253385658635868,,,,,,,,,,
