x,z,xdot,zdot,t,z_0,St,beta,history,h,A,wavelength,k,omega,Fr,U,general_Re_p,Re_p,num_periods,delta_t
0.28730433594679494,-2.709161771180077,0.8122349043235563,-16.69901498777804,0.31,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1117.6871328810998,5,0.005
0.29135674068779105,-2.7932429920007857,0.8087330971104523,-16.933326496343362,0.315,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1133.7455624160948,5,0.005
0.29539173728518414,-2.878493489314365,0.8052714114655222,-17.166726579507415,0.32,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1149.713449716405,5,0.005
0.2994095237149998,-2.964908723616893,0.8018487976193901,-17.399222250301033,0.325,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1165.5927404588383,5,0.005
0.30341029256806223,-3.052484189852944,0.7984641528413206,-17.630820277289487,0.33,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1181.385396371478,5,0.005
0.3073942308225488,-3.1412154162156014,0.7951163361407041,-17.86152719350185,0.335,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1197.0933800707455,5,0.005
0.31136151968666215,-3.231097962992858,0.7918041816273328,-18.091349306034203,0.34,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1212.718641437966,5,0.005
0.31531233450473883,-3.32212742146336,0.7885265105412947,-18.320292706167624,0.34500000000000003,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1228.2631055237841,5,0.005
0.3192468447202038,-3.4142994128437003,0.7852821419779787,-18.548363279852456,0.35000000000000003,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1243.7286619515387,5,0.005
0.3231652138889411,-3.5076095872887403,0.7820699023463502,-18.77556671842201,0.355,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1259.1171557756297,5,0.005
0.3270675997368681,-3.602053622945784,0.7788886336093737,-19.00190852941099,0.36,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1274.430379737923,5,0.005
0.33095415425576974,-3.6976272250628517,0.7757372003642877,-19.227394047366214,0.365,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1289.670067854364,5,0.005
0.3348250238317532,-3.7943261251507505,0.7726144958274642,-19.452028444549956,0.37,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1304.8378902551576,5,0.005
0.33868034940102404,-3.8921460801981858,0.7695194467939306,-19.67581674144843,0.375,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1319.9354491949987,5,0.005
0.3425202666280417,-3.9910828719387466,0.7664510176454008,-19.898763817010206,0.38,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1334.9642761448488,5,0.005
0.34634490610149116,-4.091132306168251,0.7634082134830026,-20.120874418551075,0.385,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1349.9258298735087,5,0.005
0.35015439354388794,-4.192290212110648,0.7603900824619246,-20.342153171272887,0.39,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1364.8214954255698,5,0.005
0.3539488500310226,-4.294552441830444,0.7573957174051041,-20.5626045873547,0.395,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1379.6525839021353,5,0.005
0.3577283922178316,-4.397914869689422,0.7544242567719445,-20.782233074584063,0.4,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1394.4203329517918,5,0.005
0.3614931325676577,-4.502373391845307,0.7514748850560771,-21.001042944505553,0.405,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1409.1259078815237,5,0.005
0.36524317958222613,-4.607923925789914,0.7485468326834567,-21.219038420071744,0.41000000000000003,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1423.770403300463,5,0.005
0.3689786380300103,-4.714562409924281,0.7456393754787753,-21.436223642789223,0.41500000000000004,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1438.3548452133516,5,0.005
0.3726996091709923,-4.822284803168253,0.7427518337643931,-21.65260267935887,0.42,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1452.8801934852447,5,0.005
0.3764061909761331,-4.931087084601996,0.739883571151847,-21.868179527815307,0.425,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1467.3473446041378,5,0.005
0.3800984783401565,-5.040965253136978,0.7370339930816127,-22.08295812317537,0.43,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1481.7571346737038,5,0.005
0.38377656328651877,-5.151915327213971,0.7342025451622562,-22.296942342609608,0.435,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1496.1103425740953,5,0.005
0.3874405351636793,-5.26393334452576,0.7313887113555082,-22.510136010154433,0.44,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1510.4076932346263,5,0.005
0.3910904808320079,-5.377015361762291,0.7285920120491945,-22.72254290098498,0.445,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1524.6498609680484,5,0.005
0.39472648484086403,-5.491157454376138,0.7258120020554485,-22.93416674527129,0.45,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1538.837472821946,5,0.005
0.3983486295955581,-5.606355716366243,0.7230482685672297,-23.1450112316416,0.455,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1552.9711119084361,5,0.005
0.4019569955140602,-5.722606260078052,0.720300429101972,-23.355080010277934,0.46,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1567.0513206788135,5,0.005
0.40555166117345476,-5.839905216018254,0.7175681294571779,-23.564376695669523,0.465,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1581.078604114947,5,0.005
0.40913270344625463,-5.958248732682487,0.7148510416990221,-23.77290486904986,0.47000000000000003,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1595.0534328140832,5,0.005
0.41270019762678484,-6.077632976394497,0.712148862201529,-23.980668080543097,0.47500000000000003,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1608.9762459482545,5,0.005
0.41625421754792513,-6.198054131155348,0.7094613097506632,-24.187669851044838,0.48,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1622.847454083598,5,0.005
0.41979483568856507,-6.319508398501427,0.7067881237247389,-24.393913673861906,0.485,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1636.6674418486991,5,0.005
0.42332212327217594,-6.441991997370103,0.704129062359888,-24.599403016134506,0.49,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1650.436570444426,5,0.005
0.4268361503569405,-6.565501163971989,0.7014839011069604,-24.804141320063305,0.495,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1664.1551799907518,5,0.005
0.4303369859179095,-6.690032151668912,0.6988524310841164,-25.00813200396265,0.5,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1677.823591708676,5,0.005
0.43382469792166894,-6.815581230856745,0.6962344576275439,-25.211378463159843,0.505,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1691.442109937633,5,0.005
0.43729935339401166,-6.942144688852408,0.6936297989411344,-25.413884070759117,0.51,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1705.0110239907144,5,0.005
0.4407610184811058,-7.069718829784373,0.6910382848446119,-25.615652178287522,0.515,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1718.530609851624,5,0.005
0.44420975850464983,-7.19829997448615,0.6884597556184671,-25.81668611623864,0.52,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1732.0011317186095,5,0.005
0.4476456380114901,-7.327884460392268,0.6858940609431339,-26.01698919452849,0.525,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1745.4228434016215,5,0.005
0.45106872081816496,-7.458468641436341,0.6833410589290964,-26.216564702876983,0.53,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1758.7959895797562,5,0.005
0.4544790700508197,-7.5900488879508865,0.6808006152340496,-26.415415911126654,0.535,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1772.1208069265654,5,0.005
0.4578767481809169,-7.7226215865686045,0.6782726022628174,-26.61354606950951,0.54,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1785.3975251111785,5,0.005
0.4612618170571442,-7.8561831401248865,0.6757568984454523,-26.81095840887149,0.545,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1798.6263676833423,5,0.005
0.4646343379338986,-7.9907299675613555,0.6732533875887747,-27.007656140862967,0.55,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1811.807552850496,5,0.005
0.4679943714967022,-8.126258503830293,0.6707619582965645,-27.20364245810292,0.555,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1824.9412941548771,5,0.005
0.47134197788488047,-8.262765199799842,0.6682825034536476,-27.398920534323327,0.56,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1838.0278010584104,5,0.005
0.4746772167118108,-8.400246522159886,0.6658149197692517,-27.59349352449956,0.5650000000000001,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1851.067279442785,5,0.005
0.4780001470830263,-8.538698953328566,0.6633591073751894,-27.787364564971906,0.5700000000000001,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1864.0599320317106,5,0.005
0.4813108276124386,-8.67811899135939,0.6609149694746912,-27.980536773562655,0.5750000000000001,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1877.0059587418584,5,0.005
0.4846093164369224,-8.818503149848928,0.6584824120380209,-28.17301324969261,0.58,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1889.9055569684192,5,0.005
0.4878956712294871,-8.959847957845088,0.6560613435413769,-28.364797074500526,0.585,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1902.7589218106586,5,0.005
0.49116994921124413,-9.102149959756023,0.6536516747459931,-28.555891310968455,0.59,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1915.5662462421792,5,0.005
0.49443220716236325,-9.24540571525966,0.6512533185148293,-28.74629900405572,0.595,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1928.3277212299618,5,0.005
0.4976825014322016,-9.389611799213947,0.6488661896647492,-28.936023180844124,0.6,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1941.0435358055809,5,0.005
0.5009208879487774,-9.53476480156785,0.6464902048526674,-29.12506685069663,0.605,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1953.7138770912475,5,0.005
0.5041474222277564,-9.680861327273181,0.6441252824947798,-29.313433005431875,0.61,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1966.3389302826438,5,0.005
0.5073621593811152,-9.82789799619735,0.6417713427187106,-29.501124619516702,0.615,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1978.9188785897531,5,0.005
0.5105651541256473,-9.975871443037125,0.63942830734921,-29.688144650279085,0.62,0,0.01,0.01,True,10,0.02,1,6.283185307179586,7.8496496222858685,0.12566370614359174,0.15699299244571738,67.06353659131325,1991.453903136122,5,0.005
